broadcast,id,user,content
1.1,1402,Cat Headley @Cat_Headley,Why has no-one ever persuaded David Attenborough to do the voice for sat nav? #planetearth2
1.1,1413,katie @katie_Clare5,Typical woman late for a date???? #planetearth2
1.1,1424,Jack @breezy_brenton,Racer snakes ?? #planetearth2
1.1,1435,Flen @flendog_,"Oh god cannot deal with the possibility of sad, lonely, heartbroken albatross #PlanetEarth2"
1.1,1446,Sarah Inman and dog @KiteySarah,...And breathe! At least the lucky iguana got a nice welcome kiss after running the snake gauntlet.  #planetearth2
1.1,1457,Laura @petitepassions,"Perfect end to a Sunday, watching lovely animals on #planetearth2 ??"
1.1,1468,Joanna Seabright @JibberJabberJo,#planetearth2 snakes v Komodo dragon ?? amazing TV
1.1,1479,James Burns @burnzy778,These bloody snakes ?? #PlanetEarth2
1.1,1490,Fisayo Akinade @FisayoAkinade,That was like something out of a horror movie. #planetearth2 #racersnake
1.1,1501,ms darbus @cerys_antonia,"those albatrosses look cgi, nature is crazy #planetearth2"
1.1,1512,Helen Jones @HelenJonesWales,Racer snakes will now have a starring role in my nightmares #planetearth2 #awesome
1.1,1523,Anna Templeton @annalouiset,Literally shouting at the TV to cheer on the iguana #planetearth2
1.1,1534,Steven Widdrington @swiddrington,"#PlanetEarth2 is just as unreal as I expected, the cinematography is incredible ??"
1.1,1545,Hannah Hoskins @hhoskins1,You're breaking my heart with this albatross #planetearth2
1.1,1556,Phil OFlaherty @PhilipOFlaherty,I was an albatross in a play once #Planetearth2
1.1,1567,Amy-Leigh Sellers @amyleighsellers,these snakes ?????? #planetearth2
1.1,1578,Rick Edwards @rickedwards1,So I guess 10 million people will be having nightmares about getting chased by gangs of snakes tonight #planetearth2
1.1,1589,JANE MILES @MrsJaneMiles,Cheering on the baby iguanas! Very loudly! Punching the air when they escape! Lol #planetearth2 @BBCOne
1.1,1600,cellan jones @CellanJones,That was the most intense bit of tv I've seen in years @BBC #planetearth2 #DavidAttenborough
1.1,1611,Cycling_mad @Cycling_mad1,David Attenborough's Planet Earth 2 is amasing but those snakes chasing those new hatched baby iguana is terrifying #bbc #planetearth2
1.1,1622,Seb Walsh @seb_walsh,Watching the snakes with @RosieGordon90 in the full knowledge we're going to have nightmares #planetearth2 ????
1.1,1633,Sian Jasper @SianJasper,That albatross looks like it's been created by Dreamworks #planetearth2
1.1,1644,Sharon MacDonald @craftymiss,Oh gosh baby sea iguanas being chased by snakes had my heart thumping. Unbelievable footage #planetearth2
1.1,1667,Lauren ?? @curiouslyquinn,"""She's late"" Oh Albatross bby, we've all been there. #planetearth2"
1.1,1678,??? ???g?? @Red_Sangre,I am shouting at my TV. I need this snake vs baby lizard part to be OVER. #planetearth2 #bbc
1.1,1689,Holl @hollbennett96,cheered more for that bloody iguana than I did in the whole of rio 2016 #planetearth2
1.1,1716,Blue Planet Society @Seasaver,"Marine iguana's nasal gland filters its blood for excess salt ingested while eating, which is expelled through the nostrils. #planetearth2"
1.1,1727,Clare Holloway @whatsittoclare,That snake chase was HELL I am so glad not to be a baby sea iguana #planetearth2
1.1,1738,JC @JMS_CGMN,This albatross is just me #planetearth2
1.1,1749,Andrew Walker @Salmonofnorton,#planetearth2 them snakes are quick.
1.1,1774,Simon @goodkinds,If you're watching anything but #planetearth2 you're wasting your time.
1.1,1785,Huw Jones @aethwypod,Can I pay my licence fee twice please? #planetearth2
1.1,1796,Zoe Baron @TheBaron2410,How lucky was that iguana!!!!!!  #planetearth2
1.1,1807,Kate Shaw @kes1981,I swear Attenborough is making some of those animal noises himself. #planetearth2
1.1,1818,Clare Finn @cfinny,#planetearth2 snakes!! I'm going to have nightmares. Go baby iguana!
1.1,1829,Sam Johnson @sam_____johnson,Think this albatross is my spirit animal.. #foreveralone #planetearth2
1.1,1840,Meg @MegVClark,"#PlanetEarth2 is like #GBBO in that it unites us, whatever we believe in life. Nothing is more important than cake and animals man."
1.1,1851,Nievey C @nieveyc,This bird looks like a cartoon #planetearth2
1.1,1862,Victoria @vickymetx,forgot how amazing David Attenborough is #planetearth2
1.1,1873,H? @HeatherNewton98,Not sure why I feel so emotional for lonely birds #planetearth2
1.1,1908,Alexander Neal Shah @alexandernealsh,Oh that poor albatross ?? #planetearth2 #BBCOne
1.1,1919,Mel Garside @melcgarside,Worst beach ever.. #runiguanarun #planetearth2 ?? ??????
1.1,1967,Bodders @bodbod,Tonight is the first time in my life I have cheered for an iguana. OH GOD THE SNAKES. #planetearth2
1.1,1978,Nathan Ball @nathanball_84,#planetearth2 : so far I've laughed at a swimming sloth & cheered on baby iguanas.
1.1,1989,Francesca @LittleFranRo,Baby Iguanas vs Racer Snakes - Winner of best Thriller of the year #planetearth2
1.1,2000,buzzbead @buzzbead,Is there anything sadder than a stood up albatross?  #PlanetEarth2
1.1,2024,maggie @maggiejane85,I'm genuinely emotional over that baby iguana oh my god what a little legend. #planetearth2
1.1,2035,Alex @Mmmmpancake,TIL I am a bullet albatross. #planetearth2
1.1,2046,Nicola Munnery @nicolamunnery,Was very emotionally invested in that iguana/snake chase...??????#planetearth2
1.1,2057,David Conlin @davidconlin87,The two people I would have read me a bed time story are Morgan Freeman and David Attenborough ?? #planetearth2
1.1,2068,Sussmeyer @quistead,Why are these baby lizards left to be born in a snake pit!?! It's like something from Jason and the Argonauts !#planetearth2
1.1,2079,V C Willow @inquisitivevic,Am going to have nightmares about racer snakes #planetearth2
1.1,2090,Paul Statham @Divinglawyer,"Ok, so there is no way my hour diving with Marine Iguanas can compete with #planetearth2  youtu.be/9D65cA2ejEk"
1.1,2101,Jae Hopkins @JaeHoppy,"Oh my gosh - the iguanas and racer snakes play ""What's the time Mr Wolf"" before the chase begins! #planetearth2 #wow"
1.1,2112,Katie @oPrettyVacant,That iguana/snake chase is worse than any horror film I've seen! #planetearth2
1.1,2123,Ben Swallow @benswallow88,This is why albatrosses are my favourite birds #planetearth2
1.1,2134,Sarah carter @Sarahca43630655,"Watching #planetearth2 is like a workout! Go, little iguana!"
1.1,2145,annethered @annethered,Gut wrenching television #planetearth2
1.1,2156,Matthew McCormack @historymatt,Their vision is based on movement... This marine iguana has clearly seen Jurassic Park. #planetearth2
1.1,2167,EDGE of Existence @EDGEofExistence,"#PlanetEarth2 Here's another EDGEy species, the Lake Alaotran gentle lemur; a  bamboo lemur found in north eastern Madagascar"
1.1,2178,TB. @TomBradley11,Bit harsh of Pixar to make these CGI birds and convince Attenborough they're real #planetearth2
1.1,2189,Laura Paterson @laurapatz302,#planetearth2 is @alexlaverty1 worst nightmare right now ??????
1.1,2200,Alicha Morgan @leeesssshhhhaa,@tommiller93 and I would make good @C4Gogglebox viewing literally screaming at the iguanas trying to escape the snakes! #planetearth2 ????
1.1,2211,Maria Crowfoot @MariaCrowfoot7,The baby iguana made it through the #dangerrun. So glad! #planetearth2
1.1,2222,Cheryl @cherylsmall26,Aawwww the sloths on #planetearth2 ??????
1.1,2233,kelly hardy @KellyLouHardy,Exhausted ?? well done hatchling ??#planetearth2 @BBCEarth #epicwatch
1.1,2244,Suzie Houlihan @Sanhou,Oh the cuteness #planetearth2
1.1,2267,Lauren! @laurenbum,That baby iguana VS snakes bit was far too much. So on edge right now. #planetearth2
1.1,2278,Corinne Burns-Davis @corinneburnsdav,This is the saddest love story I've heard yet #planetearth2
1.1,2289,Donna @missjonesdesign,#planetearth2 wow this is amazing
1.1,2300,Emma Walsh @Walshie_89,"That albatross is not real. Pixar haven't finished the details on it yet, it looks airbrushed! #planetearth2"
1.1,2311,CJ @quizzyboy09,It's spring break for these birds. Go to a nice island have alot of sex then go home and maybe meet next year ?? #planetearth2
1.1,2322,Gregg Coull @greggcoull,The BBC certainly know how to make a documentary! This footage is incredible #PlanetEarth2
1.1,2333,lookingspiffy @lookingspiffy,Hell of a smoky eye look that albatross has got going on. Bold white eyeliner too. #planetearth2
1.1,2344,John Tweedie @JTweedie,The plumage and colours on those albatrosses is amazing! Love the sound of shearwaters too! #planetearth2
1.1,2355,Ross Andrews @RossAndrews_95,Get on ye lil iguana! Nippy buggers mind! #planetearth2 snakey's gunna get ya ????
1.1,2366,alice @alicetgibbs,Can't believe we're missing #planetearth2 for the pub quiz rn. If we don't win I will cry
1.1,2377,DJKai Jones @DjkaiJones,The ?? ?? ?? ?? ???? ?? ?? ?? ?? ??s r here <3 <3 <3 <3 <3 <3 <3 <3 <3 <3 #planetearth2
1.1,2388,Alan Vanstone @Ajv28,I want a pet penguin. #PlanetEarth2
1.1,2399,Ian Assersohn @iassersohn,It seems to me there'd be very little point having nature at all if you didn't have Attenborough to describe it to you. #planetearth2
1.1,2410,Lisa Holdsworth @WorksWithWords,Someone from Pixar is watching this and taking notes. #planetearth2
1.1,2421,Darth Mord @MordMaman,That Iguana is straight up noping out of there. Rightfully so. #planetearth2
1.1,2432,Jasmin @jasminbarrass,Those iguanas have got the phoebe running technique down #planetearth2
1.1,2455,jane france @janeyfrance,Those iguanas being chased by snakes is the most tense thing I've watched since The Fall finished. #planetearth2
1.1,2466,? larn ? @alanakxthleen,I am literally this bird #planetearth2
1.1,2477,eimear @eimearmcc,"#planetearth2 not good for the nerves on a Sunday night, worse if you're an iguana......#snakeattack"
1.1,2488,Fresh Pod @freshpod1,Already glued to amazing footage @BBCEarth #planetearth2 & David Attenborough's gentle narration perfect Sunday evening
1.1,2499,Dan @jamgyal,Do they use animations in these docs now? #planetearth2
1.1,2522,SaintMartin @martinjfiler,Pardew at next home game if we don't win. Iguana Vs racer snakes #planetearth2
1.1,2533,Laura Armstrong @LauraJArmstrong,Now that was amazing. Galapagos lizards vs a sh*t load of snakes #planetearth2
1.1,2544,Mims @mimiannastasia,Wish lads had the anmount of pacience that them albatrosses do #planetearth2
1.1,2555,Declan McKenna @fastpictureshow,Reminded me of Chariots of Fire.  Only with reptiles #planetearth2
1.1,2566,Wolf Haley @KingGeorge_97,Me after that last iguana escaped #planetearth2
1.1,2577,joe stupps @joe_stupps,These racer snakes are naughty little bastards. Like a pack of waiting Romanians. #planetearth2
1.1,2588,Daniel Swindlehurst @SwindleApe,Spending 6 months apart each year probably the secret to a long partnership #PlanetEarth2
1.1,2599,Joe Bradley @JBradley46,these iguanas running like scooby doo #planetearth2
1.1,2610,Robbie Whittaker @RAWhittaker,I'm never ever ever going where those snakes live #PlanetEarth2
1.1,2621,Ellie Hine ???? @ellie_hine3,GO ON SON!!! #BabyLizard #Snakes #Galapagos #PlanetEarth2 #RemindMeNeverToGoThereThough
1.1,2632,Martin McGowan @MMcG666,#planetearth2 #DavidAttenborough #bbc Who thought baby Iguanas v Snakes could be so exciting.  That was worth the licence fee alone.
1.1,2643,Nomlet @nomlet,I'm exhausted after that snake/iguana-off. Especially after the almost Ore-off. #shatterednerves #SCD #planetearth2
1.1,2654,Jayne Osborne @JayneOsborne15,The level of drama in #planetearth2 is almost UNBEARABLE #perfectsunday
1.1,2665,jess @jessoliver_,So pleased that at least one baby marine iguana escaped those fckin horrible snakes #planetearth2
1.1,2676,SAMUEL PHILLIPS @SamulePhillips,Oh man I love penguins #planetearth2
1.1,2687,Brexciya @robbooth,Those snakes #planetearth2
1.1,2698,Jamie Clarke @JamieC0383,The snakes in #PlanetEarth2 is my nightmare on repeat.
1.1,2709,Eve Cronin @EveCronin,Those iguanas hatch with a bloody strong skill set from the off! #planetearth2 #thetension
1.1,2720,Lorna Edwards @LornaAPEdwards,#planetearth2 these snakes have terrified and fascinated me in equal measure! #DavidAttenborough
1.1,2731,Adam @adsmills,These bastard snakes. This baby iguana is my hero. #planetearth2
1.1,2742,Lucy Jones @ByLucyJones,Attenborough gets a whole nation screaming at Marine Iguanas on the TV to run faster. Love this show. #PlanetEarth2
1.1,2753,Sharon McGuinness @SharonMcG1971,Oh please don't give us a widowed albatross on top of the snakes. I'm not emotionally equipped. #PlanetEarth2
1.1,2764,Rebecca Jayne @becky_jaynne,Never hated snakes so much before! #planetearth2 #bbc #ohDavid
1.1,2775,Fran Fell ???? @kapfranos,An albatross greeting passing penguins is the best part so far #planetearth2
1.1,2786,Ads @Adshillier,Snake run on #planetearth2 looks nuts!
1.1,2797,Andrew Bennie @ScottishRanger,Albatrosses are just big seagulls with killer make-up skills. #planetearth2
1.1,2808,Grace Snell @GraceSnell5,Probs not going to visit the snake island of doom any time soon #planetearth2
1.1,2819,Dave @DaveMAppleton,Was quite happy not knowing about the existence of racer snakes! #planetearth2
1.1,2830,Hat @obscureglory,"Literally just screamed ""run"" repeatedly at the baby iguanas on #planetearth2 That snake situation was unbelievable."
1.1,2841,? @_ideky,found myself cheering for the iguana?? #planetearth2
1.1,2852,liv ?? @x_Melons_x,#planetearth2 is what Sunday's are made for
1.1,2863,Jade Eva @MiniComms,Emotionally scarred from the baby iguana chase #teamiguana #planetearth2
1.1,2874,Rena @ElCoso8,We've all been there. #planetearth2 #albatross
1.1,2885,abby ? @abbybeare,I'm so stressed #PlanetEarth2
1.1,2896,Rick Faragher @R_Faragher,Did anyone else stand up and applaud when the baby iguana escaped Snake Valley? #PlanetEarth2
1.1,2907,Lucy?? @lucymcdonald_,penguins and lemurs are quite possibly the two best animals to ever exist #PlanetEarth2
1.1,2918,Bryony @bryonyharro,Hearts leaping out me bloody chest #planetearth2
1.1,2929,Matt Bourne @MattBourne_,"#planetearth2 is amazing, simply amazing.  Not that snake bit though."
1.1,2940,Bob. B. @Oirisheye,"She's fucked off with another albatross, mate. #PlanetEarth2"
1.1,2951,Brendan Hobdell @hobdelln,This albatross relationship is gonna make me cry. I know it #planetearth2
1.1,2962,Craig McCulloch @CMcCulloch24,The tension of watching that wee lizard get away from they snakes...some effort ?????? #planetearth2
1.1,2973,Charlene Young @Charlene__Young,I don't even mind snakes too much but that scene in #planetearth2 with the iguanas has scared the living daylights out of me ????
1.1,2984,josh's sunglasses @SalamBader,This island looks like the aiya napa for birds looool #planetearth2
1.1,2995,Salty @SecularSalmon,"Iguana over here, Iguana over there, Iguana let you eat my dust.  #planetearth2"
1.1,3006,STACEY @MissStaceyBrown,This programme is crazy. Never knew snakes worked together like that #planetearth2
1.1,3017,Art McCarrick @artmccarrick,This is stunning telly #planetearth2
1.1,3028,Lucy @lucynannery,That albatross's smokey eye game on point ???????? #PlanetEarth2
1.1,3039,Lisa Garside @garsidel,I love penguins #planetearth2
1.1,3050,Billy London @SoBillysays,That albatross looks like every man who has ever had to wait while his woman shops. #PlanetEarth2
1.1,3061,Kevin Bishop @bishopk,Chaser snakes! Who knew? #planetearth2
1.1,3072,Nathan Richardson @NathRNath,That's one lucky ass iguana! #PlanetEarth2
1.1,3083,Sarah Pridmore @SarahPridmore,The graphics in #planetearth2 are blowing my mind
1.1,3094,Alex Buckley @alexbuckleymuch,Poor Billy the Albatross #PlanetEarth2
1.1,3105,BJF Media/PR @Judith_Fisher,"Ye Gods, just watched a marine iguana hatchling run the gauntlet of snakes to get to safety on #planetearth2  Yelling 'go go go' at the tv!!"
1.1,3116,????James Calbraith???? @eadingas,is anyone actually preferring to watch X-Factor instead of #planetearth2 ?
1.1,3127,C J P @Mr_L_edu,That girl looks like some sort of CGI from a Pixar film! #planetearth2
1.1,3138,Joe Craddock @wooz23,Those snakes on #planetearth2 FUCK THAT.
1.1,3149,Lauren Hockenhull @science_lo,Watching these baby iguanas chased by so many danger noodles is making me massively anxious @BBC #planetearth2 #sneks
1.1,3160,Hannah Grimoldby @Hannah_Lou85,Pretty sure I could watch Iguanas running all evening ?? #planetearth2
1.1,3171,Liz Jarvis @LizJarvisUK,Oh no this is heartbreaking. It's like a Disney film. Poor albatross. *sobs* #planetearth2
1.1,3182,Mrs Broflovski @ItsSho,Desperate to touch those birds. They look sooo soft! #planetearth2
1.1,3193,Dan Harold @dpj0208,"TV like this makes me want to stomp around the streets like a lunatic, chanting 'BBC! BBC! BBC!' #planetearth2"
1.1,3204,Chris Perdue @ChrisPerdue8,"#planetearth2 is terrifying. 'Welcome to the world baby iguanas, oh and look out for the 500 killer snakes waiting in ambush for you'"
1.1,3215,Mhairi Dobbin @MhairiDobbin,Only Davey Attenborough can get me so emotional over goddamn iguanas #planetearth2
1.1,3238,Henry Ashman @Henry_Ashman,#planetearth2 hasn't disappointed #AwYiss
1.1,3249,Sam Grayston @mrgrayston,"Sad, lonely albatross #planetearth2 ??"
1.1,3272,Candice Nicholas @CanNicholas,"Being born, and the first thing you see a fellow iguana crushed to death by snakes....ummm no thanks  #planetearth2"
